time,true_strain,true_stress
860.33333,-0.29831644,-1.0077103
861.33333,-0.29826637,-1.0069027
862.33333,-0.29823717,-1.0073613
863.33333,-0.29828308,-1.0073157
864.66667,-0.29834572,-1.0038209
865.66667,-0.29830814,-1.0008548
866.66667,-0.29830809,-1.002571
868,-0.29829558,-1.0034417
869,-0.29824969,-1.0013421
870,-0.29827472,-1.000459
871,-0.29830392,-0.99613978
872.33333,-0.2982622,-0.99789781
873.33333,-0.29823717,-1.0009258
874.33333,-0.29824552,-0.99920141
875.33333,-0.29824969,-1.0009138
876.66667,-0.29822048,-1.0056622
877.66667,-0.29822883,-1.0069406
878.66667,-0.29824969,-1.0026295
880,-0.29825803,-1.0039084
881,-0.29825386,-1.0060577
882,-0.2982622,-1.0034757
883,-0.29824134,-1.0017805
884.33333,-0.29824552,-0.99920111
885.33333,-0.29825386,-0.99661842
886.33333,-0.29828723,-1.000875
887.33333,-0.29830809,-1.0051445
888.66667,-0.29830809,-1.0090056
889.66667,-0.29832061,-1.014141
890.66667,-0.29833312,-1.0132702
892,-0.29827889,-1.0111801
893,-0.29826637,-1.0124799
894,-0.29829141,-1.0077351
895,-0.29828306,-1.0051694
896.33333,-0.29825803,-1.007769
897.33333,-0.2982622,-1.0090519
898.33333,-0.29826637,-1.0094767
899.33333,-0.29826637,-1.0120508
900.66667,-0.29830392,-1.0145869
901.66667,-0.29831644,-1.0098549
902.66667,-0.29831227,-1.0072854
904,-0.29829141,-1.0090229
905,-0.29828306,-1.012034
906,-0.29829558,-1.0158825
907,-0.29830809,-1.0141537
908.33333,-0.29827472,-1.0094682
909.33333,-0.29824134,-1.0069279
910.33333,-0.298233,-1.0086525
911.33333,-0.298233,-1.0125138
912.66667,-0.29827472,-1.0124716
913.66667,-0.29831644,-1.0068524
914.66667,-0.29828306,-1.002167
915.66667,-0.29825386,-1.0021965
917,-0.29828723,-1.006024
918,-0.29829558,-1.0064448
919,-0.29827889,-1.0017425
920.33333,-0.29824552,-0.99748541
921.33333,-0.29821631,-1.0005179
922.33333,-0.298233,-1.0047913
923.33333,-0.29824969,-1.0026291
924.66667,-0.29824134,-1.0009217
925.66667,-0.2982622,-1.0013301
926.66667,-0.29825386,-1.0017672
927.66667,-0.29827055,-1.0021792
929,-0.29852998,-1.0044835
930,-0.30130806,-1.0246485
931,-0.30873617,-1.0754724
932.33333,-0.32221264,-1.1432731
933.33333,-0.33226345,-1.1758388
934.33333,-0.34233477,-1.2042799
935.33333,-0.35248564,-1.2315475
936.66667,-0.36560441,-1.2672216
937.66667,-0.37574795,-1.2945335
938.66667,-0.38577398,-1.3232743
939.66667,-0.39357088,-1.3408276
941,-0.39721448,-1.3278463
942,-0.39736203,-1.3179348
943,-0.39736666,-1.313266
944.33333,-0.397339,-1.3063086
945.33333,-0.397339,-1.3020346
946.33333,-0.397339,-1.2962064
947.33333,-0.397339,-1.293098
948.66667,-0.397339,-1.293098
949.66667,-0.39735744,-1.2930741
950.66667,-0.39737127,-1.2926677
951.66667,-0.39735283,-1.2911374
953,-0.397339,-1.2919324
954,-0.397339,-1.293098
955,-0.397339,-1.293098
956.33333,-0.39731125,-1.2931338
957.33333,-0.39730663,-1.2931398
958.33333,-0.39734358,-1.2911496
959.33333,-0.39736205,-1.287629
960.66667,-0.39734361,-1.2845441
961.66667,-0.39732975,-1.2814535
962.66667,-0.39730198,-1.282655
963.66667,-0.39732042,-1.2845738
965,-0.39730195,-1.2787688
966,-0.39726963,-1.2776449
967,-0.39728812,-1.2795644
968,-0.39731125,-1.2787576
969.33333,-0.39731587,-1.2764197
970.33333,-0.39731587,-1.2713686
971.33333,-0.39733438,-1.2725109
972.66667,-0.397339,-1.2756134
973.66667,-0.39735744,-1.2705388
974.66667,-0.39736666,-1.2681958
975.66667,-0.39734822,-1.2686078
977,-0.397339,-1.2705623
978,-0.397339,-1.2721165
979,-0.397339,-1.2728936
980,-0.397339,-1.2709508
981.33333,-0.39731125,-1.2682661
982.33333,-0.39730663,-1.2682719
983.33333,-0.39732975,-1.2682427
984.66667,-0.39735281,-1.2717099
985.66667,-0.39737119,-1.2747939
986.66667,-0.39735736,-1.272092
987.66667,-0.39733898,-1.2693965
989,-0.39736666,-1.2705271
990,-0.39736666,-1.2713042
991,-0.39736205,-1.2709215
992,-0.39737588,-1.270904
993.33333,-0.39734822,-1.2697735
994.33333,-0.397339,-1.268231
995.33333,-0.397339,-1.2693966
996.66667,-0.397339,-1.2752248
997.66667,-0.39734822,-1.2748244
998.66667,-0.39736205,-1.2713095
999.66667,-0.39734358,-1.2693904
1001,-0.39730663,-1.2698261
1002,-0.39730663,-1.2713803
1003,-0.39732973,-1.2697969
1004,-0.39736666,-1.2678073
1005.3333,-0.39734819,-1.2666652
1006.3333,-0.39732047,-1.2690321
1007.3333,-0.39734816,-1.2697739
1008.6667,-0.39735283,-1.2682134
1009.6667,-0.397339,-1.268231
1010.6667,-0.39732975,-1.2682427
1011.6667,-0.39731587,-1.2682602
1013,-0.39733897,-1.268231
1014,-0.39736205,-1.2682017
1015,-0.39735744,-1.2685961
1016,-0.39736666,-1.2709156
1017.3333,-0.3973528,-1.2697675
1018.3333,-0.3973343,-1.2678482
1019.3333,-0.39734355,-1.2682251
1020.3333,-0.39733898,-1.268231
1021.6667,-0.39730663,-1.2682719
1022.6667,-0.39731125,-1.2682661
1023.6667,-0.39733438,-1.269791
1025,-0.39731125,-1.2705973
1026,-0.39731125,-1.2686546
1027,-0.39732513,-1.2670828
1028,-0.39731125,-1.2663233
1029.3333,-0.397302,-1.2690548
1030.3333,-0.3973205,-1.2701971
1031.3333,-0.3973205,-1.2701971
1032.3333,-0.39726963,-1.2702614
1033.6667,-0.39728812,-1.2686838
1034.6667,-0.39731125,-1.2682661
1035.6667,-0.39727888,-1.268307
1037,-0.39726963,-1.2683187
1038,-0.397302,-1.2702205
1039,-0.39731587,-1.2736999
1040,-0.39732975,-1.271351
1041.3333,-0.39731125,-1.2663233
1042.3333,-0.39730663,-1.2686604
1043.3333,-0.39734358,-1.2728877
1044.3333,-0.39736205,-1.2724757
1045.6667,-0.39734361,-1.2686137
1046.6667,-0.39732975,-1.2666884
1047.6667,-0.39731123,-1.264769
1049,-0.39732505,-1.265917
1050,-0.39729733,-1.268672
1051,-0.3972835,-1.2683011
1052,-0.397302,-1.2663349
1053.3333,-0.39730663,-1.2686604
1054.3333,-0.39732975,-1.2701854
1055.3333,-0.397339,-1.2701737
1056.3333,-0.39732513,-1.2709684
1057.6667,-0.39731125,-1.2690432
1058.6667,-0.39731125,-1.2682661
1059.6667,-0.39730663,-1.2682719
1061,-0.39733438,-1.2682368
1062,-0.39736205,-1.2682017
1063,-0.39740353,-1.268149
1064,-0.39738509,-1.2681724
1065.3333,-0.397339,-1.268231
1066.3333,-0.397339,-1.268231
1067.3333,-0.397339,-1.268231
1068.3333,-0.397339,-1.268231
1069.6667,-0.397339,-1.2666768
1070.6667,-0.397339,-1.2658996
1071.6667,-0.397339,-1.2674539
1072.6667,-0.397339,-1.268231
1074,-0.397339,-1.2693966
1075,-0.397339,-1.2701737
1076,-0.397339,-1.2690081
1077.3333,-0.39733438,-1.2659055
1078.3333,-0.39730663,-1.265552
1079.3333,-0.39728345,-1.267524
1080.3333,-0.39731114,-1.268266
1081.6667,-0.39732047,-1.2674772
1082.6667,-0.39731587,-1.2663174
1083.6667,-0.39730663,-1.2671062
1084.6667,-0.39731125,-1.2682661
1086,-0.397339,-1.268231
1087,-0.39735744,-1.2682076
1088,-0.39736662,-1.2681958
1089.3333,-0.39732509,-1.2682485
1090.3333,-0.39732975,-1.2682427
1091.3333,-0.39732513,-1.2682485
1092.3333,-0.39730663,-1.2678833
1093.6667,-0.39733436,-1.2655169
1094.6667,-0.39734355,-1.2658937
1095.6667,-0.39732967,-1.267854
1096.6667,-0.39732973,-1.2682427
1098,-0.397339,-1.268231
1099,-0.397339,-1.268231
1100,-0.397339,-1.268231
1101.3333,-0.397339,-1.268231
1102.3333,-0.397339,-1.268231
1103.3333,-0.397339,-1.268231
1104.3333,-0.397339,-1.268231
1105.6667,-0.39736205,-1.2682017
1106.6667,-0.39736205,-1.2674246
1107.6667,-0.39734361,-1.2655052
1108.6667,-0.39734819,-1.2658879
1110,-0.39734353,-1.2682251
1111,-0.39733436,-1.2682368
1112,-0.397339,-1.268231
1113.3333,-0.397339,-1.2678424
1114.3333,-0.397339,-1.2662882
1115.3333,-0.39728822,-1.2663525
1116.3333,-0.39721434,-1.2680003
1117.6667,-0.39727894,-1.268307
1118.6667,-0.397302,-1.2682778
1119.6667,-0.39728812,-1.2682953
1120.6667,-0.3972835,-1.2683011
1122,-0.39729738,-1.2671176
1123,-0.39730195,-1.2663343
1124,-0.39732502,-1.2674711
1125,-0.39735277,-1.2682134
1126.3333,-0.39737588,-1.2646879
1127.3333,-0.39737127,-1.2635282
1128.3333,-0.39734822,-1.2666653
1129.6667,-0.397339,-1.2655111
1130.6667,-0.39734822,-1.2612252
1131.6667,-0.39737127,-1.2627501
1132.6667,-0.39736666,-1.2646988
1134,-0.397339,-1.2616254
1135,-0.39733438,-1.2651283
1136,-0.39731125,-1.2694317
1137,-0.39731125,-1.2655461
1138.3333,-0.39731125,-1.2636033
1139.3333,-0.39730663,-1.2647748
1140.3333,-0.39732975,-1.2635799
1141.6667,-0.397339,-1.2678424
1142.6667,-0.3973205,-1.2686428
1143.6667,-0.39731125,-1.2678774
1144.6667,-0.39733894,-1.2670651
1146,-0.39734809,-1.2682194
1147,-0.39736656,-1.270139
1148,-0.39733887,-1.2670654
1149,-0.39730198,-1.2663349
1150.3333,-0.39730663,-1.266329
1151.3333,-0.3973205,-1.265923
1152.3333,-0.397339,-1.2674539
1153.6667,-0.397339,-1.2666768
1154.6667,-0.39732975,-1.265134
1155.6667,-0.39730663,-1.2632198
1156.6667,-0.39731125,-1.2651568
1158,-0.39732513,-1.2694141
1159,-0.39731587,-1.2663174
1160,-0.39732975,-1.2639685
1161,-0.397339,-1.2631797
1162.3333,-0.397339,-1.262014
1163.3333,-0.397339,-1.2631797
1164.3333,-0.397339,-1.2662882
1165.6667,-0.397339,-1.268231
1166.6667,-0.397339,-1.268231
1167.6667,-0.397339,-1.2678424
1168.6667,-0.39733438,-1.266294
1170,-0.39736197,-1.2670359
1171,-0.39738966,-1.2681665
1172,-0.39735742,-1.2682075
1173,-0.39731125,-1.2682661
1174.3333,-0.3973205,-1.2682544
1175.3333,-0.397339,-1.2674539
1176.3333,-0.397339,-1.2647339
1177.3333,-0.397339,-1.2639568
1178.6667,-0.39734822,-1.2674422
1179.6667,-0.39736205,-1.2682017
1180.6667,-0.39735283,-1.2682134
1182,-0.39734361,-1.267448
1183,-0.39736666,-1.2674187
1184,-0.39736666,-1.2689729
1185,-0.39734822,-1.2689964
1186.3333,-0.39737127,-1.26819
1187.3333,-0.39735281,-1.2682134
1188.3333,-0.39730663,-1.2682719
1189.3333,-0.3972835,-1.2683011
1190.6667,-0.3972835,-1.2683011
1191.6667,-0.39728812,-1.2663524
1192.6667,-0.397302,-1.2636145
1194,-0.39730663,-1.264386
1195,-0.397302,-1.2659464
1196,-0.3972835,-1.2679126
1197,-0.39726956,-1.26793
1198.3333,-0.39733889,-1.265511
1199.3333,-0.39734822,-1.2647222
1200.3333,-0.397339,-1.2662882
1201.3333,-0.397339,-1.2670653
1202.6667,-0.397339,-1.2651225
1203.6667,-0.397339,-1.2643453
1204.6667,-0.397339,-1.265511
1206,-0.397339,-1.2643453
1207,-0.397339,-1.2589055
1208,-0.397339,-1.2569627
1209,-0.397339,-1.2569627
1210.3333,-0.397339,-1.2585169
1211.3333,-0.39733438,-1.260077
1212.3333,-0.39731587,-1.2635975
1213.3333,-0.39731587,-1.2624318
1214.6667,-0.397339,-1.2639568
1215.6667,-0.39734822,-1.2654996
1216.6667,-0.39737127,-1.2623625
1218,-0.39735744,-1.2612139
1219,-0.397339,-1.2631795
1220,-0.39732975,-1.2662996
1221,-0.39731587,-1.2655402
1222.3333,-0.39732975,-1.267077
1223.3333,-0.397339,-1.268231
1224.3333,-0.397339,-1.2662882
1225.3333,-0.397339,-1.2608483
1226.6667,-0.397339,-1.2577398
1227.6667,-0.397339,-1.2604598
1228.6667,-0.397339,-1.262014
1229.6667,-0.39734822,-1.2639451
1231,-0.39737125,-1.26547
1232,-0.39732969,-1.264357
1233,-0.39731125,-1.2636033
1234.3333,-0.39733438,-1.2651283
1235.3333,-0.39731125,-1.2659347
1236.3333,-0.39730663,-1.2663291
1237.3333,-0.39732975,-1.2666884
1238.6667,-0.39737592,-1.2654633
1239.6667,-0.39896809,-1.2784976
1240.6667,-0.40484336,-1.3224584
1241.6667,-0.41422866,-1.376217
1243,-0.42794598,-1.420138
1244,-0.43808152,-1.4442382
1245,-0.44820495,-1.470292
1246.3333,-0.46189908,-1.5125497
1247.3333,-0.47198916,-1.5428218
1248.3333,-0.48204623,-1.5709345
1249.3333,-0.49087798,-1.5904947
1250.6667,-0.49613767,-1.5822369
1251.6667,-0.49657456,-1.5653554
1252.6667,-0.49659494,-1.5551201
1253.6667,-0.49658475,-1.5495066
1255,-0.49658475,-1.5445813
1256,-0.49658475,-1.5410627
1257,-0.49658475,-1.5343774
1258.3333,-0.49657966,-1.5312184
1259.3333,-0.49661531,-1.5311638
1260.3333,-0.49661531,-1.5311638
1261.3333,-0.49658984,-1.5312028
1262.6667,-0.49658475,-1.5312106
1263.6667,-0.49656947,-1.531234
1264.6667,-0.49660512,-1.5311794
1265.6667,-0.49663569,-1.5290215
1267,-0.49658475,-1.5262846
1268,-0.49658475,-1.5241734
1269,-0.49656438,-1.5210379
1270.3333,-0.49657456,-1.5217268
1271.3333,-0.49659494,-1.5199368
1272.3333,-0.49657966,-1.5210154
1273.3333,-0.49658984,-1.5206482
1274.6667,-0.49660003,-1.5171142
1275.6667,-0.49657966,-1.5153856
1276.6667,-0.49656437,-1.5140011
1277.6667,-0.49658984,-1.5164252
1279,-0.4966255,-1.5177788
1280,-0.49661531,-1.5170906
1281,-0.49657456,-1.5160968
1282,-0.49654909,-1.5178945
1283.3333,-0.49657456,-1.5185593
1284.3333,-0.49657966,-1.5143295
1285.3333,-0.49660512,-1.5107731
1286.6667,-0.49661531,-1.5097022
1287.6667,-0.4966255,-1.5128534
1288.6667,-0.49664588,-1.5152853
1289.6667,-0.49660512,-1.5167541
1291,-0.49661022,-1.5188582
1292,-0.49665097,-1.5152782
1293,-0.49664078,-1.5107194
1294,-0.49663059,-1.5093273
1295.3333,-0.49659494,-1.5111403
1296.3333,-0.49658475,-1.5118592
1297.3333,-0.49661022,-1.5118204
1298.6667,-0.49659494,-1.5104362
1299.6667,-0.49657966,-1.5115152
1300.6667,-0.49661022,-1.5146359
1301.6667,-0.49665606,-1.5145668
1303,-0.49664587,-1.510008
1304,-0.4966255,-1.511446
1305,-0.49661531,-1.5149793
1306,-0.49661022,-1.5132277
1307.3333,-0.49664588,-1.5096561
1308.3333,-0.49660003,-1.5104289
1309.3333,-0.49658475,-1.5104519
1310.6667,-0.49658984,-1.5104442
1311.6667,-0.49656947,-1.509771
1312.6667,-0.49660512,-1.5111241
1313.6667,-0.49662041,-1.5107493
1315,-0.4966255,-1.5089831
1316,-0.4966255,-1.5107424
1317,-0.49660003,-1.5107808
1318,-0.49657456,-1.5090598
1319.3333,-0.496544,-1.508754
1320.3333,-0.49654909,-1.5087463
1321.3333,-0.49658984,-1.5090367
1322.6667,-0.49663569,-1.511078
1323.6667,-0.4966255,-1.5107417
1324.6667,-0.49661022,-1.509006
1325.6667,-0.49660003,-1.5072622
1327,-0.49661022,-1.5061914
1328,-0.49661531,-1.5065355
1329,-0.49658984,-1.5090369
1330,-0.49661531,-1.5125171
1331.3333,-0.49665097,-1.5100003
1332.3333,-0.49661022,-1.5086543
1333.3333,-0.49658984,-1.508685
1334.3333,-0.49661022,-1.5083024
1335.6667,-0.49656947,-1.505549
1336.6667,-0.49656437,-1.5045012
1337.6667,-0.49657966,-1.5055337
1339,-0.49654909,-1.504876
1340,-0.49655928,-1.5045089
1341,-0.49656947,-1.5037898
1342,-0.49658984,-1.5048142
1343.3333,-0.4966255,-1.507575
1344.3333,-0.49661022,-1.5058393
1345.3333,-0.49658475,-1.5062297
1346.3333,-0.49657966,-1.5072929
1347.6667,-0.49658475,-1.503767
1348.6667,-0.49658475,-1.5034156
1349.6667,-0.49658475,-1.5062303
1351,-0.4966255,-1.5086313
1352,-0.49669172,-1.5088834
1353,-0.49668662,-1.5088911
1354,-0.49661022,-1.5065433
1355.3333,-0.4966255,-1.5075758
1356.3333,-0.4966255,-1.5079276
1357.3333,-0.49656438,-1.5094271
1358.3333,-0.496544,-1.5101614
1359.6667,-0.496544,-1.508754
1360.6667,-0.49656437,-1.5087233
1361.6667,-0.49658984,-1.508685
1363,-0.49661022,-1.5086543
1364,-0.49661531,-1.5072392
1365,-0.49657966,-1.5034226
1366,-0.49657456,-1.5030785
1367.3333,-0.49666116,-1.5078739
1368.3333,-0.49665606,-1.5085852
1369.3333,-0.49663569,-1.5086159
1370.3333,-0.49664587,-1.5086006
1371.6667,-0.49662041,-1.5079352
1372.6667,-0.49656947,-1.5062527
1373.6667,-0.49658984,-1.5072776
1375,-0.49658984,-1.5104442
1376,-0.49656947,-1.5094194
1377,-0.49658475,-1.5086926
1378,-0.49657966,-1.5087003
1379.3333,-0.49659494,-1.5076217
1380.3333,-0.49657456,-1.5069487
1381.3333,-0.49654909,-1.5076908
1382.3333,-0.496544,-1.5069948
1383.6667,-0.496544,-1.5076985
1384.6667,-0.49657456,-1.5101154
1385.6667,-0.49660512,-1.511125
1386.6667,-0.49660003,-1.5111326
1388,-0.49662041,-1.5096945
1389,-0.49663569,-1.5082641
1390,-0.49664588,-1.5047303
1391.3333,-0.49661022,-1.5016174
1392.3333,-0.49661022,-1.5040803
1393.3333,-0.49663059,-1.5072162
1394.3333,-0.49661022,-1.5083024
1395.6667,-0.49655419,-1.5066276
1396.6667,-0.49654909,-1.5059316
1397.6667,-0.49656947,-1.5076603
1398.6667,-0.49661022,-1.5075993
1400,-0.49661531,-1.5002029
1401,-0.49662041,-1.5008985
1402,-0.49663569,-1.5047456
1403.3333,-0.49661022,-1.5058395
1404.3333,-0.49660512,-1.5058472
1405.3333,-0.49657966,-1.5058855
1406.3333,-0.49657966,-1.505182
1407.6667,-0.49658475,-1.5041193
1408.6667,-0.49657966,-1.5072932
1409.6667,-0.49657456,-1.508708
1410.6667,-0.49657456,-1.5080047
1412,-0.49658475,-1.506934
1413,-0.49663059,-1.5054571
1414,-0.49665606,-1.5043631
1415.3333,-0.49658475,-1.5044705
1416.3333,-0.49659494,-1.5044552
1417.3333,-0.49664078,-1.5064972
1418.3333,-0.49663569,-1.5086159
1419.6667,-0.49665097,-1.5099998
1420.6667,-0.49667644,-1.5106649
1421.6667,-0.49663059,-1.509327
1422.6667,-0.49661022,-1.5086543
1424,-0.49656947,-1.5076601
1425,-0.496544,-1.5055874
1426,-0.496544,-1.5048837
1427.3333,-0.49657966,-1.5055337
1428.3333,-0.49661531,-1.5072392
1429.3333,-0.49660512,-1.5086619
1430.3333,-0.49657966,-1.5072932
1431.6667,-0.49657456,-1.5023753
1432.6667,-0.49655419,-1.5013501
1433.6667,-0.496544,-1.502069
1434.6667,-0.49655928,-1.5002867
1436,-0.49661531,-1.4984435
1437,-0.49663059,-1.4977175
1438,-0.49663059,-1.499477
1439,-0.49661022,-1.5026736
1440.3333,-0.49659494,-1.5030478
1441.3333,-0.49660003,-1.5016327
1442.3333,-0.49658475,-1.5023594
1443.6667,-0.49658475,-1.5006007
1444.6667,-0.49657456,-1.4999123
1445.6667,-0.49661022,-1.5019697
1446.6667,-0.49665606,-1.501549
1448,-0.49666116,-1.4994309
1449,-0.49667644,-1.501167
1450,-0.49661022,-1.503025
1451,-0.49658475,-1.5023595
1452.3333,-0.49660003,-1.4995222
1453.3333,-0.49659494,-1.5009371
1454.3333,-0.49659494,-1.5026962
1455.6667,-0.49657966,-1.5030714
1456.6667,-0.49658475,-1.5016563
1457.6667,-0.49661531,-1.5012587
1458.6667,-0.49662041,-1.503362
1460,-0.49667644,-1.5018707
1461,-0.49668662,-1.5004486
1462,-0.49664078,-1.5012203
1463,-0.49660512,-1.5012732
1464.3333,-0.49660003,-1.5062067
1465.3333,-0.49658984,-1.5072777
1466.3333,-0.49658475,-1.5034155
1467.6667,-0.49659494,-1.5009377
1468.6667,-0.49660003,-1.5012816
1469.6667,-0.49659494,-1.5037517
1470.6667,-0.49658984,-1.504111
1472,-0.49660003,-1.4995218
1473,-0.49662041,-1.4956215
1474,-0.4966255,-1.4945585
1475,-0.49657456,-1.4970975
1476.3333,-0.49656438,-1.4967607
1477.3333,-0.49661022,-1.4973958
1478.3333,-0.49660003,-1.4984668
1479.3333,-0.49656947,-1.4978088
1480.6667,-0.49665097,-1.4952241
1481.6667,-0.49664078,-1.4913694
1482.6667,-0.49657966,-1.4960344
1484,-0.49657966,-1.5009597
1485,-0.49657456,-1.5016712
1486,-0.496544,-1.5062912
1487,-0.49653381,-1.5087695
1488.3333,-0.496544,-1.5062912
1489.3333,-0.496544,-1.5052356
1490.3333,-0.496544,-1.5066429
1491.3333,-0.49656947,-1.505549
1492.6667,-0.49661531,-1.5044245
1493.6667,-0.49660512,-1.5058472
1494.6667,-0.49663569,-1.5075604
1496,-0.49662041,-1.5037131
1497,-0.49657966,-1.4999042
1498,-0.49658475,-1.5002484
1499,-0.49657456,-1.5002637
1500.3333,-0.49656947,-1.4978085
1501.3333,-0.49655419,-1.4960723
1502.3333,-0.496544,-1.497495
1503.3333,-0.49654909,-1.4978392
1504.6667,-0.49657966,-1.4953302
1505.6667,-0.49657456,-1.4967453
1506.6667,-0.49655419,-1.4960723
1508,-0.49657966,-1.4925157
1509,-0.49660512,-1.4928297
1510,-0.49663059,-1.49631
1511,-0.49669172,-1.5000883
1512.3333,-0.49672228,-1.5007462
1513.3333,-0.49661531,-1.5002028
1514.3333,-0.49654909,-1.4985429
1515.3333,-0.496544,-1.4964395
1516.6667,-0.49656437,-1.4985198
1517.6667,-0.49657966,-1.5020153
1518.6667,-0.49655928,-1.5038052
1520,-0.49658984,-1.4998896
1521,-0.49668153,-1.4976417
1522,-0.49667644,-1.5022229
1523,-0.49659494,-1.5065666
1524.3333,-0.49654909,-1.5034687
1525.3333,-0.496544,-1.4999579
1526.3333,-0.49656438,-1.4999273
1527.3333,-0.49661022,-1.499155
1528.6667,-0.49658475,-1.497786
1529.6667,-0.49656947,-1.4967534
1530.6667,-0.49657966,-1.4932198
1531.6667,-0.49656437,-1.494298
1533,-0.49658475,-1.4939155
1534,-0.49661022,-1.4917667
1535,-0.49664588,-1.493825
1536.3333,-0.49665097,-1.4955767
1537.3333,-0.4966255,-1.4970218
1538.3333,-0.49666116,-1.4994307
1539.3333,-0.49665097,-1.4976863
1540.6667,-0.49657966,-1.4967376
1541.6667,-0.49655419,-1.4995907
1542.6667,-0.496544,-1.4999579
1543.6667,-0.49654909,-1.5013577
1545,-0.49661022,-1.5033767
1546,-0.49667644,-1.502925
1547,-0.49668153,-1.5032692
1548.3333,-0.49657966,-1.5051819
1549.3333,-0.49734088,-1.5120841
1550.3333,-0.50171598,-1.5465558
1551.3333,-0.51036489,-1.6063555
1552.6667,-0.52353983,-1.6608533
1553.6667,-0.53362986,-1.6889152
1554.6667,-0.54377553,-1.7198467
1555.6667,-0.55394889,-1.7499567
1557,-0.56762652,-1.7907364
1558,-0.57772056,-1.822702
1559,-0.5873048,-1.852924
1560.3333,-0.59485913,-1.8535024
1561.3333,-0.595829,-1.8338568
1562.3333,-0.59584025,-1.8220482
1563.3333,-0.59586275,-1.8130868
1564.6667,-0.59584588,-1.801648
1565.6667,-0.595829,-1.795944
1566.6667,-0.595829,-1.794351
1567.6667,-0.595829,-1.794351
1569,-0.595829,-1.794351
1570,-0.5958065,-1.7943913
1571,-0.595784,-1.7931572
1572.3333,-0.59585713,-1.7904772
1573.3333,-0.59589088,-1.7894608
1574.3333,-0.5958515,-1.7888942
1575.3333,-0.59580088,-1.788666
1576.6667,-0.59581213,-1.7822738
1577.6667,-0.595829,-1.7768275
1578.6667,-0.595829,-1.77396
1579.6667,-0.595829,-1.772367
1581,-0.59584587,-1.7729743
1582,-0.59585712,-1.7739102
1583,-0.59584025,-1.7739401
1584,-0.595829,-1.77396
1585.3333,-0.59581213,-1.77399
1586.3333,-0.5958065,-1.774
1587.3333,-0.5958515,-1.7739202
1588.6667,-0.59589088,-1.7738503
1589.6667,-0.59586275,-1.7739002
1590.6667,-0.59583463,-1.7733128
1591.6667,-0.59584025,-1.7717099
1593,-0.595874,-1.7726059
1594,-0.59586838,-1.7738902
1595,-0.59584025,-1.7739401
1596,-0.59584025,-1.7739401
1597.3333,-0.59586275,-1.7739002
1598.3333,-0.595874,-1.7738802
1599.3333,-0.59586838,-1.7738902
1600.6667,-0.59583463,-1.7726757
1601.6667,-0.595829,-1.7717298
1602.6667,-0.595829,-1.7698183
1603.6667,-0.595829,-1.7679067
1605,-0.595829,-1.7675881
1606,-0.595829,-1.7631278
1607,-0.595829,-1.7624906
1608,-0.595829,-1.7628092
1609.3333,-0.595829,-1.7573931
1610.3333,-0.59584587,-1.7580004
1611.3333,-0.59585712,-1.7633966
1612.6667,-0.59583463,-1.7634364
1613.6667,-0.595829,-1.7589861
1614.6667,-0.595829,-1.7583489
1615.6667,-0.595829,-1.7596233
1617,-0.595829,-1.7612163
1618,-0.595829,-1.7650394
1619,-0.59584025,-1.7666126
1620,-0.59585712,-1.7640343
1621.3333,-0.59584025,-1.759285
1622.3333,-0.595829,-1.7577117
1623.3333,-0.595829,-1.7583489
1624.6667,-0.595829,-1.7580303
1625.6667,-0.5958065,-1.7583883
1626.6667,-0.59578963,-1.7600109
1627.6667,-0.59583463,-1.7612064
1629,-0.59587963,-1.7601717
1630,-0.59586275,-1.757334
1631,-0.59584025,-1.7554618
1632,-0.595829,-1.7542072
1633.3333,-0.595829,-1.75357
1634.3333,-0.595829,-1.7538886
1635.3333,-0.595829,-1.7558002
1636.3333,-0.59582338,-1.757403
1637.6667,-0.59578963,-1.755232
1638.6667,-0.59579525,-1.7552221
1639.6667,-0.59581775,-1.7551827
1641,-0.59583462,-1.7535601
1642,-0.59584587,-1.7548148
1643,-0.59584025,-1.7567362
1644,-0.59586275,-1.7563782
1645.3333,-0.5958515,-1.7573538
1646.3333,-0.595829,-1.756756
1647.3333,-0.595829,-1.7542072
1648.3333,-0.595829,-1.75357
1649.6667,-0.595829,-1.75357
1650.6667,-0.595829,-1.7529328
1651.6667,-0.595829,-1.7526142
1653,-0.595829,-1.7554816
1654,-0.595829,-1.7548444
1655,-0.595829,-1.75357
1656,-0.59581777,-1.7535897
1657.3333,-0.59575036,-1.7533894
1658.3333,-0.59577844,-1.7523844
1659.3333,-0.59579525,-1.7536292
1660.3333,-0.59578963,-1.7549134
1661.6667,-0.59582338,-1.7535799
1662.6667,-0.595829,-1.75357
1663.6667,-0.595829,-1.75357
1665,-0.595829,-1.7554816
1666,-0.595829,-1.7554816
1667,-0.595829,-1.7538886
1668,-0.595829,-1.75357
1669.3333,-0.595829,-1.7545258
1670.3333,-0.595829,-1.7558002
1671.3333,-0.595829,-1.7558002
1672.3333,-0.595829,-1.7558002
1673.6667,-0.595829,-1.7542072
1674.6667,-0.59584025,-1.7548247
1675.6667,-0.59586838,-1.7560497
1677,-0.59581775,-1.7555013
1678,-0.59579525,-1.7545849
1679,-0.59582338,-1.7535799
1680,-0.595829,-1.75357
1681.3333,-0.59585712,-1.7535207
1682.3333,-0.59585712,-1.7541579
1683.3333,-0.59583463,-1.7554717
1684.3333,-0.59581213,-1.754874
