time,true_strain,true_stress
1685.6667,-0.5958065,-1.7536094
1686.6667,-0.5958515,-1.7535306
1687.6667,-0.59585712,-1.7535207
1688.6667,-0.59583463,-1.7535601
1690,-0.595829,-1.7542072
1691,-0.595829,-1.755163
1692,-0.595829,-1.7545258
1693.3333,-0.595829,-1.75357
1694.3333,-0.595829,-1.75357
1695.3333,-0.595829,-1.75357
1696.3333,-0.595829,-1.75357
1697.6667,-0.595829,-1.75357
1698.6667,-0.595829,-1.75357
1699.6667,-0.5958065,-1.7536094
1700.6667,-0.59578963,-1.753639
1702,-0.59582338,-1.7529427
1703,-0.59582338,-1.7519869
1704,-0.59579525,-1.7533106
1705.3333,-0.5958065,-1.7552024
1706.3333,-0.595829,-1.7538886
1707.3333,-0.595829,-1.751977
1708.3333,-0.595829,-1.7510213
1709.6667,-0.595829,-1.7516584
1710.6667,-0.595829,-1.7526142
1711.6667,-0.595829,-1.75357
1712.6667,-0.595829,-1.75357
1714,-0.595829,-1.75357
1715,-0.595829,-1.75357
1716,-0.595829,-1.75357
1717.3333,-0.595829,-1.75357
1718.3333,-0.595829,-1.75357
1719.3333,-0.595829,-1.75357
1720.3333,-0.595829,-1.75357
1721.6667,-0.595829,-1.7542072
1722.6667,-0.59582338,-1.7551726
1723.6667,-0.59581775,-1.7532702
1724.6667,-0.59582337,-1.7507118
1726,-0.595829,-1.7516584
1727,-0.595829,-1.7516584
1728,-0.595829,-1.7491097
1729.3333,-0.595829,-1.7513398
1730.3333,-0.595829,-1.75357
1731.3333,-0.595829,-1.75357
1732.3333,-0.595829,-1.7522956
1733.6667,-0.59585712,-1.7551137
1734.6667,-0.59585712,-1.7551137
1735.6667,-0.59585712,-1.7522463
1736.6667,-0.59586275,-1.7515993
1738,-0.59585712,-1.7519277
1739,-0.595874,-1.7525353
1740,-0.5958515,-1.7535306
1741,-0.595829,-1.75357
1742.3333,-0.595829,-1.75357
1743.3333,-0.595829,-1.75357
1744.3333,-0.595829,-1.75357
1745.6667,-0.595829,-1.75357
1746.6667,-0.595829,-1.75357
1747.6667,-0.595829,-1.7561188
1748.6667,-0.595829,-1.7580304
1750,-0.595829,-1.7538886
1751,-0.595829,-1.7503841
1752,-0.59584587,-1.7481243
1753,-0.59585712,-1.7500162
1754.3333,-0.59583463,-1.7519672
1755.3333,-0.595829,-1.7529328
1756.3333,-0.595829,-1.75357
1757.6667,-0.595829,-1.7522956
1758.6667,-0.595829,-1.7513398
1759.6667,-0.595829,-1.7526142
1760.6667,-0.595829,-1.75357
1762,-0.595829,-1.75357
1763,-0.595829,-1.75357
1764,-0.595829,-1.75357
1765,-0.595829,-1.75357
1766.3333,-0.595829,-1.75357
1767.3333,-0.595829,-1.75357
1768.3333,-0.595829,-1.75357
1769.6667,-0.595829,-1.7542072
1770.6667,-0.595829,-1.755163
1771.6667,-0.595829,-1.7538886
1772.6667,-0.59582338,-1.7513497
1774,-0.59580088,-1.7482032
1775,-0.59581213,-1.7485021
1776,-0.5958065,-1.7513793
1777,-0.595784,-1.7526931
1778.3333,-0.59581775,-1.751041
1779.3333,-0.59584587,-1.7487618
1780.3333,-0.59585712,-1.7481052
1781.6667,-0.59584025,-1.7481344
1782.6667,-0.59585712,-1.7461936
1783.6667,-0.59585712,-1.7484238
1784.6667,-0.59583463,-1.7506929
1786,-0.59586275,-1.7493698
1787,-0.59586275,-1.748414
1788,-0.59583463,-1.7497371
1789,-0.595829,-1.7491097
1790.3333,-0.595829,-1.7468795
1791.3333,-0.595829,-1.7507027
1792.3333,-0.595829,-1.7516584
1793.3333,-0.595829,-1.7513398
1794.6667,-0.595829,-1.7532514
1795.6667,-0.595829,-1.7529328
1796.6667,-0.595829,-1.751977
1798,-0.595829,-1.7548444
1799,-0.595829,-1.7548444
1800,-0.595829,-1.7494283
1801,-0.59581775,-1.7481736
1802.3333,-0.59580088,-1.7533007
1803.3333,-0.59581775,-1.7535897
1804.3333,-0.595829,-1.7503841
1805.3333,-0.595829,-1.744968
1806.6667,-0.595829,-1.7440122
1807.6667,-0.595829,-1.7471981
1808.6667,-0.595829,-1.7456052
1810,-0.59576159,-1.7460421
1811,-0.59576159,-1.7450863
1812,-0.59581777,-1.7430761
1813,-0.595829,-1.7443308
1814.3333,-0.595829,-1.7491097
1815.3333,-0.595829,-1.7516584
1816.3333,-0.595829,-1.7484725
1817.3333,-0.595829,-1.7481539
1818.6667,-0.595829,-1.7500655
1819.6667,-0.595829,-1.7494283
1820.6667,-0.595829,-1.7487911
1822,-0.595829,-1.7494283
1823,-0.59581213,-1.7472277
1824,-0.59580088,-1.7482032
1825,-0.59581775,-1.7513596
1826.3333,-0.595829,-1.7471981
1827.3333,-0.595829,-1.7462423
1828.3333,-0.595829,-1.7443308
1829.3333,-0.595829,-1.7446494
1830.6667,-0.595829,-1.7471981
1831.6667,-0.595829,-1.7440122
1832.6667,-0.59584025,-1.7430367
1834,-0.595874,-1.7439333
1835,-0.5958515,-1.7468401
1836,-0.59583462,-1.747507
1837,-0.59586275,-1.7429979
1838.3333,-0.5958515,-1.7442918
1839.3333,-0.595829,-1.7465609
1840.3333,-0.595829,-1.744968
1841.3333,-0.595829,-1.7433749
1842.6667,-0.595829,-1.7478353
1843.6667,-0.595829,-1.7497469
1844.6667,-0.595829,-1.7491097
1845.6667,-0.595829,-1.7484725
1847,-0.595829,-1.7475167
1848,-0.595829,-1.7471981
1849,-0.59583462,-1.7478256
1850.3333,-0.59586275,-1.7474582
1851.3333,-0.5958515,-1.7471591
1852.3333,-0.59581213,-1.7462719
1853.3333,-0.59578963,-1.745037
1854.6667,-0.59581775,-1.7459435
1855.6667,-0.595829,-1.7430564
1856.6667,-0.5958515,-1.741424
1857.6667,-0.59586838,-1.7423503
1859,-0.59608827,-1.7425878
1860,-0.59886853,-1.7813631
1861,-0.60630677,-1.8565408
1862.3333,-0.61972609,-1.9383449
1863.3333,-0.62975808,-1.9775388
1864.3333,-0.63983931,-2.0147018
1865.3333,-0.64999941,-2.0555614
1866.6667,-0.66323673,-2.1119355
1867.6667,-0.67343152,-2.1544639
1868.6667,-0.68348994,-2.1968568
1869.6667,-0.69128995,-2.2147439
1871,-0.69481181,-2.1862384
1872,-0.69489861,-2.1652708
1873,-0.69491722,-2.1531115
1874.3333,-0.69496064,-2.1426311
1875.3333,-0.69493583,-2.1392217
1876.3333,-0.6948862,-2.1332683
1877.3333,-0.69488,-2.1269332
1878.6667,-0.69490481,-2.1257262
1879.6667,-0.69492342,-2.1253981
1880.6667,-0.69491102,-2.1239816
1881.6667,-0.69492342,-2.1230896
1883,-0.69494203,-2.1175676
1884,-0.69493583,-2.1132526
1885,-0.69491722,-2.1112724
1886.3333,-0.6948862,-2.1107612
1887.3333,-0.69488,-2.1096202
1888.3333,-0.69489861,-2.1075608
1889.3333,-0.69495444,-2.1071541
1890.6667,-0.69499166,-2.1056335
1891.6667,-0.69496684,-2.1051089
1892.6667,-0.69493583,-2.1051743
1893.6667,-0.69489861,-2.1052528
1895,-0.69488,-2.105292
1896,-0.6948862,-2.1047018
1897,-0.69491722,-2.1026165
1898,-0.69491722,-2.1008851
1899.3333,-0.69488,-2.1026949
1900.3333,-0.69489861,-2.1029446
1901.3333,-0.69492342,-2.098853
1902.6667,-0.69491722,-2.0965574
1903.6667,-0.69492342,-2.0953902
1904.6667,-0.69492342,-2.094236
1905.6667,-0.69492963,-2.0933571
1907,-0.69492342,-2.097121
1908,-0.69494203,-2.0985248
1909,-0.69493583,-2.0962291
1910,-0.69489241,-2.0937231
1911.3333,-0.69488,-2.0920181
1912.3333,-0.69489241,-2.0917037
1913.3333,-0.69497305,-2.0883611
1914.6667,-0.69501027,-2.0879948
1915.6667,-0.69492963,-2.0904717
1916.6667,-0.6948862,-2.0920052
1917.6667,-0.69488,-2.0917296
1919,-0.69488,-2.088844
1920,-0.69488,-2.0882669
1921,-0.6948862,-2.089408
1922,-0.69491722,-2.0896312
1923.3333,-0.69490481,-2.0879259
1924.3333,-0.69489861,-2.0867851
1925.3333,-0.69491722,-2.0867463
1926.6667,-0.69491722,-2.0853035
1927.6667,-0.69489861,-2.085631
1928.6667,-0.69488,-2.0879783
1929.6667,-0.69488,-2.0879783
1931,-0.69484278,-2.083727
1932,-0.69484278,-2.0843041
1933,-0.6948862,-2.086811
1934,-0.69491102,-2.0884906
1935.3333,-0.69492342,-2.087599
1936.3333,-0.69491102,-2.0853165
1937.3333,-0.69492342,-2.0852906
1938.6667,-0.69497305,-2.0869183
1939.6667,-0.69494823,-2.0881243
1940.6667,-0.69492963,-2.0881632
1941.6667,-0.69491102,-2.0870478
1943,-0.69491722,-2.0855921
1944,-0.69492963,-2.0835464
1945,-0.69491722,-2.0844379
1946,-0.69490481,-2.0864836
1947.3333,-0.69492342,-2.0858677
1948.3333,-0.69491102,-2.0832968
1949.3333,-0.69491722,-2.0795333
1950.3333,-0.69496064,-2.0800196
1951.6667,-0.69501647,-2.0839419
1952.6667,-0.69497925,-2.0814233
1953.6667,-0.69492963,-2.0797956
1955,-0.69492963,-2.0771983
1956,-0.69491722,-2.0769357
1957,-0.69489861,-2.0789946
1958,-0.69491102,-2.0781034
1959.3333,-0.69489241,-2.0766992
1960.3333,-0.69488,-2.077302
1961.3333,-0.6948862,-2.0793088
1962.3333,-0.69491722,-2.0806868
1963.6667,-0.69491722,-2.0803983
1964.6667,-0.6948862,-2.0810401
1965.6667,-0.69488,-2.0822073
1967,-0.69489861,-2.0818802
1968,-0.69491102,-2.0801232
1969,-0.69489861,-2.0807259
1970,-0.69496064,-2.0817507
1971.3333,-0.69497925,-2.0776726
1972.3333,-0.69489861,-2.0758206
1973.3333,-0.69489241,-2.075545
1974.3333,-0.69491722,-2.0763592
1975.6667,-0.69489861,-2.0735123
1976.6667,-0.6948862,-2.0729608
1977.6667,-0.69491102,-2.0752174
1979,-0.69491102,-2.0746405
1980,-0.69491102,-2.0734866
1981,-0.69492963,-2.0731591
1982,-0.69496684,-2.0727931
1983.3333,-0.69494823,-2.0719661
1984.3333,-0.69496064,-2.0728056
1985.3333,-0.69498545,-2.0724662
1986.3333,-0.69501027,-2.0724155
1987.6667,-0.69500406,-2.0718512
1988.6667,-0.69497305,-2.0710496
1989.6667,-0.69493583,-2.071992
1991,-0.69491722,-2.0731846
1992,-0.69495444,-2.0754157
1993,-0.69495444,-2.0745505
1994,-0.69490481,-2.0723453
1995.3333,-0.69488,-2.0712425
1996.3333,-0.69488,-2.0706654
1997.3333,-0.69490481,-2.0717677
1998.3333,-0.69495444,-2.073107
1999.6667,-0.69495444,-2.073973
2000.6667,-0.69490481,-2.0737879
2001.6667,-0.69489241,-2.0717939
2002.6667,-0.69492342,-2.0691327
2004,-0.69491102,-2.0691584
2005,-0.69491722,-2.0697227
2006,-0.69491722,-2.068857
2007.3333,-0.69488,-2.068357
2008.3333,-0.69488,-2.068357
2009.3333,-0.69488,-2.068357
2010.3333,-0.69488,-2.068357
2011.6667,-0.69491102,-2.0697355
2012.6667,-0.69497305,-2.0696071
2013.6667,-0.69496684,-2.0684657
2014.6667,-0.69495444,-2.0682029
2016,-0.69497925,-2.0664202
2017,-0.69491722,-2.0677028
2018,-0.69489861,-2.0703383
2019.3333,-0.69497925,-2.0687286
2020.3333,-0.69496064,-2.06819
2021.3333,-0.69491722,-2.0682799
2022.3333,-0.69493583,-2.0682414
2023.6667,-0.69496684,-2.0681772
2024.6667,-0.69492963,-2.0685428
2025.6667,-0.6948862,-2.070364
2026.6667,-0.69488,-2.0718196
2028,-0.69491722,-2.0694341
2029,-0.69494203,-2.0682286
2030,-0.69496064,-2.06819
2031.3333,-0.69497305,-2.0681643
2032.3333,-0.69498545,-2.0681387
2033.3333,-0.69494823,-2.0687928
2034.3333,-0.69489241,-2.071794
2035.6667,-0.69490481,-2.0717683
2036.6667,-0.69492342,-2.0688442
2037.6667,-0.69489861,-2.0683185
2038.6667,-0.69491722,-2.0682799
2040,-0.69496684,-2.0681772
2041,-0.69491102,-2.0682928
2042,-0.69488,-2.0692226
2043.3333,-0.69488,-2.074128
2044.3333,-0.69488,-2.0729738
2045.3333,-0.69489861,-2.0691841
2046.3333,-0.69491102,-2.0682928
2047.6667,-0.69489861,-2.0683185
2048.6667,-0.69492342,-2.0688442
2049.6667,-0.69491722,-2.0702998
2050.6667,-0.69491102,-2.0700241
2052,-0.69491722,-2.0700112
2053,-0.6948862,-2.0732495
2054,-0.69488,-2.0758593
2055,-0.69489241,-2.0743909
2056.3333,-0.69491102,-2.0706012
2057.3333,-0.69489861,-2.0703383
2058.3333,-0.69491722,-2.0711654
2059.6667,-0.69494203,-2.0699598
2060.6667,-0.69491722,-2.0697227
2061.6667,-0.6948862,-2.0700754
2062.6667,-0.69488,-2.0689341
2064,-0.69489861,-2.0683185
2065,-0.69491102,-2.0682928
2066,-0.69489861,-2.0683185
2067,-0.69494203,-2.0682286
2068.3333,-0.69494823,-2.0682157
2069.3333,-0.69489241,-2.0683313
2070.3333,-0.69488,-2.068357
2071.6667,-0.69488,-2.068357
2072.6667,-0.69490481,-2.0683056
2073.6667,-0.69491722,-2.0682799
2074.6667,-0.69489861,-2.0683185
2076,-0.69493583,-2.0682414
2077,-0.69497305,-2.0681643
2078,-0.69495444,-2.0682029
2079,-0.69490481,-2.0683056
2080.3333,-0.69488,-2.068357
2081.3333,-0.69488,-2.068357
2082.3333,-0.69488,-2.068357
2083.6667,-0.69488,-2.068357
2084.6667,-0.69488,-2.068357
2085.6667,-0.69489241,-2.0683313
2086.6667,-0.69492342,-2.0682671
2088,-0.69490481,-2.0700369
2089,-0.69490481,-2.0688832
2090,-0.69494825,-2.0659084
2091,-0.69501656,-2.0657678
2092.3333,-0.69498552,-2.0684281
2093.3333,-0.69491102,-2.0688699
2094.3333,-0.6948862,-2.0683442
2095.6667,-0.69488,-2.0697997
2096.6667,-0.69488,-2.071531
2097.6667,-0.69488,-2.0706654
2098.6667,-0.6948862,-2.0700754
2100,-0.69492342,-2.0691327
2101,-0.69494823,-2.0682157
2102,-0.69494203,-2.0682286
2103,-0.69492342,-2.0682671
2104.3333,-0.69489241,-2.0700626
2105.3333,-0.69488,-2.0703768
2106.3333,-0.69488,-2.0689341
2107.3333,-0.6948738,-2.0683698
2108.6667,-0.69484898,-2.0684212
2109.6667,-0.6948862,-2.0683442
2110.6667,-0.69492342,-2.0682671
2112,-0.69494823,-2.0682157
2113,-0.69492963,-2.0682542
2114,-0.6948862,-2.0683442
2115,-0.69490481,-2.0688827
2116.3333,-0.69492342,-2.0694213
2117.3333,-0.69489241,-2.0674657
2118.3333,-0.69488,-2.0669143
2119.3333,-0.69488,-2.0680685
2120.6667,-0.69490481,-2.0683056
2121.6667,-0.69491722,-2.0682799
2122.6667,-0.69490481,-2.0683056
2124,-0.69491102,-2.0680042
2125,-0.69489241,-2.0657344
2126,-0.69490481,-2.0651316
2127,-0.69492963,-2.0673886
2128.3333,-0.69492963,-2.0682542
2129.3333,-0.69496684,-2.0681772
2130.3333,-0.69496064,-2.0673244
2131.3333,-0.69491102,-2.066273
2132.6667,-0.69491102,-2.0677157
2133.6667,-0.69489861,-2.0674528
2134.6667,-0.69488,-2.0654715
2136,-0.69488,-2.0669143
2137,-0.69488,-2.068357
2138,-0.69488,-2.068357
2139,-0.69488,-2.068357
2140.3333,-0.69488,-2.068357
2141.3333,-0.69488,-2.068357
2142.3333,-0.69488,-2.068357
2143.3333,-0.69489861,-2.0683185
2144.6667,-0.69491722,-2.0671257
2145.6667,-0.69489861,-2.0665872
2146.6667,-0.69491722,-2.0677028
2148,-0.69493583,-2.0665101
2149,-0.69493583,-2.0665101
2150,-0.69491722,-2.0662601
2151,-0.6948862,-2.0643045
2152.3333,-0.69492963,-2.0650802
2153.3333,-0.69496064,-2.0670358
2154.3333,-0.69491722,-2.0682799
2155.3333,-0.69489861,-2.0680299
2156.6667,-0.69491102,-2.06685
2157.6667,-0.6948862,-2.0674785
2158.6667,-0.69488,-2.068357
2159.6667,-0.69488,-2.068357
2161,-0.69488,-2.068357
2162,-0.69489861,-2.0683185
2163,-0.69491722,-2.0682799
2164.3333,-0.69492963,-2.0685427
2165.3333,-0.69493583,-2.069395
2166.3333,-0.69492963,-2.0682537
2167.3333,-0.69495444,-2.0661833
2168.6667,-0.69498552,-2.0672724
2169.6667,-0.69648172,-2.0957059
2170.6667,-0.70238625,-2.1806232
2171.6667,-0.71187245,-2.2741751
2173,-0.7254208,-2.3536886
2174,-0.73547881,-2.4118099
2175,-0.74565072,-2.4746142
2176.3333,-0.75933292,-2.5586524
2177.3333,-0.76947063,-2.6230731
2178.3333,-0.7795833,-2.6894709
2179.3333,-0.78763128,-2.7183788
2180.6667,-0.78616497,-2.5734194
2181.6667,-0.77718728,-2.389453
2182.6667,-0.76705173,-2.2289782
2183.6667,-0.75692481,-2.09289
2185,-0.74335341,-1.9404909
2186,-0.73319872,-1.8453966
2187,-0.72311898,-1.7620527
2188.3333,-0.70953197,-1.6679496
2189.3333,-0.70063795,-1.6248341
2190.3333,-0.69587017,-1.6209331
2191.3333,-0.69489241,-1.6398339
2192.6667,-0.69488,-1.6580331
2193.6667,-0.69488,-1.6629386
2194.6667,-0.69488,-1.6658241
2195.6667,-0.69489241,-1.6718627
2197,-0.69491102,-1.6796222
2198,-0.69489241,-1.6805191
2199,-0.69488,-1.6816943
2200.3333,-0.69492342,-1.6824869
2201.3333,-0.69495444,-1.6809919
2202.3333,-0.69492342,-1.6813326
2203.3333,-0.6948862,-1.6854351
2204.6667,-0.69490481,-1.6934831
2205.6667,-0.69492342,-1.6974913
2206.6667,-0.69489861,-1.6975335
2207.6667,-0.6948862,-1.6969773
2209,-0.69494203,-1.7000555
2210,-0.69498545,-1.7002705
2211,-0.69497925,-1.698839
2212,-0.69494823,-1.6991804
2213.3333,-0.69491102,-1.700975
2214.3333,-0.6948862,-1.6989974
2215.3333,-0.69488,-1.6961224
2216.6667,-0.69488,-1.6990079
2217.6667,-0.69488,-1.7010278
2218.6667,-0.69488,-1.6998736
2219.6667,-0.69488,-1.699008
2221,-0.69491722,-1.7009638
2222,-0.69491722,-1.7024065
2223,-0.6948862,-1.7013057
2224,-0.69488,-1.7013164
2225.3333,-0.69488,-1.7027591
2226.3333,-0.69488,-1.7033362
2227.3333,-0.69488,-1.7033362
2228.6667,-0.69488,-1.7047789
2229.6667,-0.69490481,-1.7105072
2230.6667,-0.69494203,-1.7133291
2231.6667,-0.69493583,-1.710166
2233,-0.6948862,-1.7085195
2234,-0.69488,-1.7076644
2235,-0.69489241,-1.7062003
2236,-0.69491102,-1.7078996
2237.3333,-0.69495444,-1.7084024
2238.3333,-0.69501027,-1.7080189
2239.3333,-0.69499166,-1.710071
2240.6667,-0.69492963,-1.7110425
2241.6667,-0.69491102,-1.7119396
2242.6667,-0.69491102,-1.7142476
2243.6667,-0.69492342,-1.715669
2245,-0.69492342,-1.7168232
2246,-0.69492342,-1.7174003
2247,-0.69491722,-1.7168339
2248,-0.6948862,-1.7160216
2249.3333,-0.69488,-1.7168979
2250.3333,-0.69488,-1.717475
2251.3333,-0.69488,-1.717475
2252.6667,-0.6948862,-1.7174643
2253.6667,-0.69491102,-1.7174216
2254.6667,-0.69491102,-1.7162675
2255.6667,-0.6948862,-1.7154445
2257,-0.6948862,-1.7168872
2258,-0.69492963,-1.7150815
2259,-0.69499166,-1.7141094
2260,-0.69500406,-1.7149535
2261.3333,-0.69492963,-1.7153698
2262.3333,-0.6948862,-1.7168872
2263.3333,-0.69488,-1.717475
2264.3333,-0.69488,-1.7168979
2265.6667,-0.69490481,-1.7154125
2266.6667,-0.69492342,-1.7165347
2267.6667,-0.69493583,-1.717379
2269,-0.69496684,-1.7173256
2270,-0.69492963,-1.7173896
2271,-0.69491102,-1.7174216
2272,-0.69489241,-1.7174537
2273.3333,-0.69488,-1.717475
2274.3333,-0.69488,-1.717475
2275.3333,-0.69488,-1.7183406
2276.3333,-0.69488,-1.7203605
2277.6667,-0.6948862,-1.7203498
2278.6667,-0.69492342,-1.72144
2279.6667,-0.69496064,-1.723107
2281,-0.69499166,-1.7198794
2282,-0.69494823,-1.7188002
2283,-0.6948862,-1.7189071
2284,-0.69489241,-1.7191849
2285.3333,-0.69491102,-1.7177102
2286.3333,-0.69489241,-1.7160109
2287.3333,-0.69488,-1.7168979
2288.3333,-0.69488,-1.717475
2289.6667,-0.69488,-1.717475
2290.6667,-0.69488,-1.7180521
2291.6667,-0.69488,-1.7189177
2293,-0.69488,-1.7180521
2294,-0.69488,-1.717475
2295,-0.69488,-1.717475
2296,-0.69488,-1.7186292
2297.3333,-0.69488,-1.7197834
2298.3333,-0.69488,-1.7194948
2299.3333,-0.69488,-1.7189177
2300.3333,-0.69488,-1.7177635
2301.6667,-0.69491102,-1.7185758
2302.6667,-0.69492342,-1.7202858
2303.6667,-0.69492963,-1.7199865
2305,-0.69490481,-1.7194521
2306,-0.69488,-1.7194948
2307,-0.69488,-1.7194948
2308,-0.69488,-1.7200719
2309.3333,-0.6948862,-1.7212153
2310.3333,-0.69491722,-1.7205845
2311.3333,-0.69494823,-1.7196655
2312.3333,-0.69492963,-1.7205635
2313.6667,-0.69491722,-1.7211616
2314.6667,-0.69491102,-1.7211723
2315.6667,-0.6948862,-1.7217924
2316.6667,-0.69488,-1.7218032
2318,-0.69491102,-1.7223268
2319,-0.69494823,-1.723128
2320,-0.69494823,-1.7231277
2321.3333,-0.69490481,-1.7226258
2322.3333,-0.69488,-1.7244001
2323.3333,-0.69488,-1.7226688
2324.3333,-0.69488,-1.7212261
2325.6667,-0.69488,-1.720649
2326.6667,-0.6948862,-1.7200612
2327.6667,-0.69491102,-1.7223265
2328.6667,-0.69491102,-1.7243463
2330,-0.69488,-1.7218032
2331,-0.69488,-1.7212261
2332,-0.69488,-1.7218032
2333.3333,-0.69488,-1.7212261
2334.3333,-0.69488,-1.7189177
2335.3333,-0.69491102,-1.7177102
2336.3333,-0.69496064,-1.719933
2337.6667,-0.69496064,-1.7248376
2338.6667,-0.69495444,-1.7248482
2339.6667,-0.69496064,-1.7233952
2340.6667,-0.69494823,-1.7245708
2342,-0.69491722,-1.7263554
2343,-0.6948862,-1.728429
2344,-0.69488,-1.7301711
2345.3333,-0.69489861,-1.7292734
2346.3333,-0.69494203,-1.72689
2347.3333,-0.69499166,-1.7253613
2348.3333,-0.69498545,-1.7268147
2349.6667,-0.69491722,-1.7286638
2350.6667,-0.6948862,-1.7292947
2351.6667,-0.69488,-1.7301711
2352.6667,-0.69488,-1.7284398
2354,-0.69488,-1.7267085
2355,-0.69488,-1.72642
2356,-0.69488,-1.7284398
2357.3333,-0.69488,-1.7290169
2358.3333,-0.69488,-1.7272856
2359.3333,-0.6948862,-1.727852
2360.3333,-0.69491102,-1.7272322
2361.6667,-0.69489861,-1.726965
2362.6667,-0.69492969,-1.725469
2363.6667,-0.69495453,-1.7228294
2364.6667,-0.69494206,-1.7228501
2366,-0.69498545,-1.7253713
2367,-0.69494203,-1.7268894
2368,-0.69489241,-1.7252442
2369,-0.69488,-1.723823
2370.3333,-0.69489241,-1.7220704
2371.3333,-0.69494203,-1.7216961
2372.3333,-0.69497925,-1.725671
2373.6667,-0.69491102,-1.7263661
2374.6667,-0.69489241,-1.7246673
2375.6667,-0.69491102,-1.7266551
2376.6667,-0.69491722,-1.72751
2378,-0.69494203,-1.7271784
2379,-0.69491102,-1.727232
2380,-0.69488,-1.7244001
2381,-0.69488,-1.723823
2382.3333,-0.69488,-1.7278627
2383.3333,-0.69490481,-1.7295509
2384.3333,-0.69497925,-1.7291332
2385.6667,-0.69497305,-1.7314523
2386.6667,-0.69489861,-1.7341784
2387.6667,-0.69488,-1.7344993
2388.6667,-0.69488,-1.7350764
2390,-0.69488,-1.7356535
2391,-0.69488,-1.732768
2392,-0.69488,-1.7290169
2393,-0.69488,-1.7293054
2394.3333,-0.69488,-1.7316138
2395.3333,-0.69488,-1.732768
2396.3333,-0.69488,-1.7324794
2397.6667,-0.69488,-1.7310367
2398.6667,-0.69488,-1.7316138
2399.6667,-0.69488,-1.7278627
2400.6667,-0.69488,-1.726997
2402,-0.69489861,-1.7263877
2403,-0.6948862,-1.7255436
2404,-0.69484278,-1.7261961
2405,-0.69485519,-1.7273287
2406.3333,-0.69490481,-1.7304165
2407.3333,-0.69495444,-1.7335044
2408.3333,-0.69497305,-1.7343378
2409.6667,-0.69492342,-1.7298072
2410.6667,-0.6948862,-1.7310259
2411.6667,-0.69489241,-1.7324579
2412.6667,-0.69492342,-1.7306728
2414,-0.69490481,-1.730128
2415,-0.69488,-1.7313252
2416,-0.69488,-1.7324794
2417,-0.69488,-1.7313253
2418.3333,-0.69489861,-1.7289846
2419.3333,-0.69492342,-1.7274988
2420.3333,-0.69491722,-1.7257783
2421.3333,-0.69491722,-1.7260668
2422.6667,-0.69489861,-1.7298502
2423.6667,-0.69488,-1.7339222
2424.6667,-0.69488,-1.735942
2426,-0.69488,-1.7324794
2427,-0.69488,-1.7333451
2428,-0.69488,-1.7373848
2429,-0.6948862,-1.7379512
2430.3333,-0.69495448,-1.7355249
2431.3333,-0.69496692,-1.7343496
2432.3333,-0.69491725,-1.7353007
2433.3333,-0.69491722,-1.7364545
2434.6667,-0.69489861,-1.7353327
2435.6667,-0.69491102,-1.7332913
2436.6667,-0.69497925,-1.7340385
2438,-0.69501027,-1.7357159
2439,-0.69494823,-1.7358236
2440,-0.69492342,-1.7358666
2441,-0.69493583,-1.735268
2442.3333,-0.69492963,-1.7335478
2443.3333,-0.69494203,-1.7332381
2444.3333,-0.69494203,-1.7346805
2445.3333,-0.69490481,-1.7358989
2446.6667,-0.69483031,-1.7354512
2447.6667,-0.69479305,-1.7346502
2448.6667,-0.69486755,-1.735098
2450,-0.69491722,-1.7355889
2451,-0.6948862,-1.7344885
2452,-0.69488,-1.7359421
2453,-0.69488,-1.7370963
2454.3333,-0.6948738,-1.7327788
2455.3333,-0.69484898,-1.733399
2456.3333,-0.69484898,-1.736573
2457.3333,-0.69489241,-1.7379404
2458.6667,-0.69492342,-1.7361553
2459.6667,-0.69492963,-1.7326823
2460.6667,-0.69497305,-1.7305871
2462,-0.69496684,-1.7305974
2463,-0.69492963,-1.7266228
2464,-0.69492963,-1.7280659
2465,-0.69492963,-1.7335479
2466.3333,-0.69492342,-1.731827
2467.3333,-0.69489241,-1.7287068
2468.3333,-0.69488,-1.7275741
2469.3333,-0.69488,-1.7275741
2470.6667,-0.6948862,-1.7318916
2471.6667,-0.69491102,-1.7335798
2472.6667,-0.69491102,-1.7330027
2473.6667,-0.6948862,-1.7327572
2475,-0.69488,-1.7339222
2476,-0.69488,-1.7350764
2477,-0.69488,-1.7344993
2478.3333,-0.69489861,-1.7353326
2479.3333,-0.69492342,-1.7352895
2480.3333,-0.69490481,-1.7327249
2481.3333,-0.6948862,-1.731603
2482.6667,-0.69491102,-1.7335798
2483.6667,-0.69492342,-1.7332697
2484.6667,-0.69494206,-1.7323718
2485.6667,-0.69495452,-1.7314845
2487,-0.69491105,-1.7324256
2488,-0.69492963,-1.7344132
2489,-0.69477478,-1.7303379
2490.3333,-0.68985359,-1.6616099
2491.3333,-0.68116706,-1.5642125
2492.3333,-0.67104545,-1.4896635
2493.3333,-0.66089311,-1.4494528
2494.6667,-0.64768036,-1.4112698
2495.6667,-0.63755559,-1.3819358
2496.6667,-0.62747419,-1.3536658
2497.6667,-0.61741352,-1.3274505
2499,-0.60427122,-1.2989695
2500,-0.59785591,-1.301717
2501,-0.59588539,-1.3237095
2502.3333,-0.5958065,-1.3435631
2503.3333,-0.595829,-1.3476746
2504.3333,-0.595829,-1.3546836
2505.3333,-0.595829,-1.3626485
2506.6667,-0.595829,-1.3674275
2507.6667,-0.595829,-1.3671088
