% Created by MCalibration (version 2.2.2) on Tue Jan 29 21:07:46 2013
% column 1: Time
% column 2: True Strain
% column 3: True Stress
%
% command: Open file 'nitrile02.txt'.
% command: Set name of column 0 to Time.
% command: Set name of column 1 to True Strain.
% command: Set name of column 2 to True Stress.
% command: Save file 'nitrile02.txt'.
%
0, 0, 0
0.099992355, -0.0066642292, -0.041081932
0.16665393, -0.012803172, -0.075355313
0.26664628, -0.022999391, -0.12858742
0.33330785, -0.030038766, -0.16156119
0.43330021, -0.040130063, -0.20851925
0.53329256, -0.050288125, -0.25997692
0.59995413, -0.056894359, -0.29397592
0.69994649, -0.067005312, -0.34213234
0.79993884, -0.077126625, -0.39032269
0.86660041, -0.083736281, -0.42355503
0.96659277, -0.092589172, -0.46288408
1.0332543, -0.096314375, -0.47451964
1.1332467, -0.097914141, -0.4665228
1.233239, -0.097852531, -0.45503597
1.2999006, -0.097828578, -0.45190669
1.399893, -0.097838844, -0.45137938
1.4665545, -0.097835422, -0.44981086
1.5665469, -0.097845688, -0.44457377
1.6665393, -0.097852531, -0.44038464
1.7332008, -0.097845688, -0.4388175
1.8331932, -0.097832, -0.438823
1.9331855, -0.097832, -0.438823
1.9998471, -0.097832, -0.438823
2.0998395, -0.097835422, -0.43934481
2.166501, -0.097852531, -0.4409075
2.2664934, -0.097879906, -0.44246606
2.3664857, -0.097876484, -0.44037469
2.4331473, -0.097859375, -0.4382887
2.5331397, -0.097845688, -0.43620102
2.633132, -0.097832, -0.43620652
2.6997936, -0.097832, -0.43777641
2.7997859, -0.097832, -0.438823
2.8664475, -0.097832, -0.438823
2.9664399, -0.097832, -0.438823
3.0664322, -0.097832, -0.438823
3.1330938, -0.097832, -0.438823
3.2330862, -0.097838844, -0.43882025
3.2997477, -0.097852531, -0.43881475
3.3997401, -0.097855953, -0.43724348
3.4997324, -0.097866219, -0.43619277
3.566394, -0.097869641, -0.43723798
3.6663864, -0.097849109, -0.43881613
3.7663787, -0.097832, -0.438823
3.8330403, -0.097838844, -0.43882025
3.9330326, -0.097852531, -0.43881475
3.9996942, -0.097852531, -0.43881475
4.0996866, -0.097835422, -0.43882162
4.1996789, -0.097835422, -0.43829833
4.2663405, -0.097845688, -0.43567772
4.3663328, -0.097852531, -0.43148859
4.4329944, -0.097845688, -0.43201464
4.5329868, -0.097832, -0.43149684
4.6329791, -0.097838844, -0.4299242
4.6996407, -0.097852531, -0.43305848
4.7996331, -0.097852531, -0.43776816
4.8996254, -0.097835422, -0.43882162
4.966287, -0.097832, -0.438823
5.0662793, -0.097832, -0.43777641
5.1329409, -0.097832, -0.43620652
5.2329333, -0.097832, -0.43620652
5.3329256, -0.097832, -0.43515992
5.3995872, -0.097832, -0.43254344
5.4995795, -0.097832, -0.42940366
5.5662411, -0.097832, -0.43097355
5.6662335, -0.097832, -0.43463663
5.7662258, -0.097832, -0.43515992
5.8328874, -0.097838844, -0.43254094
5.9328797, -0.097852531, -0.43096605
6.0328721, -0.097855953, -0.43044112
6.0995337, -0.097855953, -0.43096405
6.199526, -0.097859375, -0.43096255
6.2661876, -0.097862797, -0.42939153
6.36618, -0.097873063, -0.42572495
6.4661723, -0.097855953, -0.42311522
6.5328339, -0.097838844, -0.42312159
6.6328262, -0.097838844, -0.42678467
6.6994878, -0.097852531, -0.42677967
6.7994802, -0.097852531, -0.42311659
6.8994725, -0.097842266, -0.42364339
6.9661341, -0.097849109, -0.42730359
7.0661264, -0.097849109, -0.42887348
7.1661188, -0.097842266, -0.42835319
7.2327804, -0.097852531, -0.42677967
7.3327727, -0.097852531, -0.42416331
7.3994343, -0.097832, -0.42312459
7.4994266, -0.097808047, -0.42679692
7.599419, -0.097838844, -0.43149484
7.6660806, -0.097852531, -0.43305923
7.7660729, -0.097855953, -0.43044088
7.8660653, -0.097855953, -0.42311472
7.9327269, -0.097855953, -0.41945202
8.0327192, -0.097838844, -0.41945889
8.0993808, -0.097825156, -0.41998731
8.1993731, -0.097838844, -0.41736508
8.2993655, -0.097879906, -0.42205837
8.3660271, -0.097890172, -0.42414781
8.4660194, -0.097876484, -0.42049061
8.532681, -0.097866219, -0.42101766
8.6326733, -0.097855953, -0.42625425
8.7326657, -0.097849109, -0.426257
8.7993273, -0.097859375, -0.42520628
8.8993196, -0.097869641, -0.42415556
8.999312, -0.097845688, -0.42050211
9.0659735, -0.097835422, -0.41788975
9.1659659, -0.097835422, -0.41527327
9.2326275, -0.097842266, -0.41893359
9.3326198, -0.097849109, -0.42468711
9.4326122, -0.097838844, -0.42573783
9.4992738, -0.097835422, -0.42521603
9.5992661, -0.097852531, -0.42311659
9.6659277, -0.097859375, -0.41997431
9.76592, -0.097862797, -0.41840317
9.8659124, -0.09788675, -0.42414994
9.932574, -0.097900438, -0.42728384
10.032566, -0.09788675, -0.42310234
10.132559, -0.097852531, -0.41788287
10.19922, -0.097838844, -0.41841167
10.299213, -0.097832, -0.42103091
10.365874, -0.097832, -0.41998431
10.465867, -0.097832, -0.41475134
10.565859, -0.097832, -0.41056497
10.63252, -0.097842266, -0.41160756
10.732513, -0.097873063, -0.41682878
10.799174, -0.097879906, -0.41944277
10.899167, -0.097849109, -0.42102453
10.999159, -0.097832, -0.41893772
11.065821, -0.097835422, -0.41788975
11.165813, -0.097855953, -0.41997469
11.265805, -0.097873063, -0.41996806
11.332467, -0.097873063, -0.41630536
11.432459, -0.097859375, -0.41578781
11.499121, -0.097862797, -0.41944977
11.599113, -0.097876484, -0.41839817
11.699106, -0.097852531, -0.41526714
11.765767, -0.097838844, -0.41527214
11.865759, -0.097862797, -0.41474009
11.932421, -0.097873062, -0.41735283
12.032413, -0.097852531, -0.42050011
12.132406, -0.097832, -0.41841442
12.199067, -0.097832, -0.41579794
12.29906, -0.097835422, -0.4137035
12.399052, -0.097852531, -0.41474384
12.465714, -0.097855953, -0.41683578
12.565706, -0.097866219, -0.4184018
12.632368, -0.097876484, -0.41682791
12.73236, -0.097873063, -0.41578231
12.832352, -0.097842266, -0.41631723
12.899014, -0.097832, -0.41632123
12.999006, -0.097835422, -0.41579656
13.098999, -0.097852531, -0.41840617
13.16566, -0.097845688, -0.41945552
13.265652, -0.097814891, -0.4184213
13.332314, -0.097811469, -0.41894597
13.432306, -0.097842266, -0.42050348
13.532299, -0.097849109, -0.42102403
13.59896, -0.097838844, -0.42207475
13.698953, -0.097838844, -0.422075
13.765614, -0.097852531, -0.41997681
13.865607, -0.09788675, -0.41682428
13.965599, -0.097903859, -0.41681716
14.032261, -0.097893594, -0.41786712
14.132253, -0.097855953, -0.41683516
14.232245, -0.097852531, -0.41422055
14.298907, -0.097859375, -0.41421805
14.398899, -0.097876484, -0.41630498
14.465561, -0.097876484, -0.41735158
14.565553, -0.097849109, -0.41631498
14.665545, -0.097832, -0.41684453
14.732207, -0.097835422, -0.41893634
14.832199, -0.097862797, -0.41892547
14.898861, -0.097897016, -0.41838867
14.998853, -0.097917547, -0.41785737
15.098846, -0.097869641, -0.41787637
15.165507, -0.097852531, -0.41683678
15.2655, -0.097852531, -0.41422055
15.365492, -0.097852531, -0.41474334
15.432154, -0.097859375, -0.41421705
15.532146, -0.097862797, -0.41159919
15.598807, -0.097855953, -0.41160206
15.6988, -0.097873063, -0.4142128
15.798792, -0.097890172, -0.41159031
15.865454, -0.097879906, -0.40897758
15.965446, -0.097866219, -0.40793598
16.032108, -0.097859375, -0.41003167
16.1321, -0.097862797, -0.41160031
16.232092, -0.097876484, -0.41002542
16.298754, -0.097873062, -0.40950338
16.398746, -0.097855953, -0.41212611
16.498739, -0.097849109, -0.4136985
16.5654, -0.097842266, -0.413701
16.665393, -0.097845688, -0.41369975
16.732054, -0.097855953, -0.41474259
16.832046, -0.097845688, -0.41265316
16.932039, -0.097832, -0.41475134
16.9987, -0.097835422, -0.41527339
17.098693, -0.097866219, -0.41264516
17.165354, -0.097879906, -0.41368637
17.265347, -0.097869641, -0.41369025
17.365339, -0.097873062, -0.40793336
17.432001, -0.097879906, -0.4058378
17.531993, -0.097852531, -0.4053245
17.631985, -0.097832, -0.40899508
17.698647, -0.097832, -0.41422805
17.798639, -0.097832, -0.41893772
17.865301, -0.097832, -0.41736783
17.965293, -0.097832, -0.41422805
18.065286, -0.097838844, -0.413702
18.131947, -0.097852531, -0.4136965
18.231939, -0.097855953, -0.41317183
18.331932, -0.097838844, -0.41056222
18.398593, -0.097842266, -0.4100378
18.498586, -0.097873063, -0.41264241
18.565247, -0.097890172, -0.41263616
18.66524, -0.097873063, -0.40950319
18.765232, -0.097835422, -0.40690075
18.831894, -0.097825156, -0.40585786
18.931886, -0.097838844, -0.4053295
18.998548, -0.097852531, -0.40637109
19.09854, -0.097866219, -0.41107527
19.198532, -0.097869641, -0.41525989
19.265194, -0.097879906, -0.41630298
19.365186, -0.097893594, -0.41420542
19.465179, -0.097869641, -0.41002792
19.53184, -0.097845688, -0.40689689
19.631832, -0.097832, -0.40690189
19.698494, -0.097835422, -0.40794723
19.798486, -0.097855953, -0.40689314
19.898479, -0.097883328, -0.40740644
19.96514, -0.097883328, -0.40897633
20.065133, -0.097873062, -0.41054997
20.131794, -0.09788675, -0.41002167
20.231787, -0.097920969, -0.40896258
20.331779, -0.097893594, -0.41054247
20.39844, -0.097855953, -0.41212611
20.498433, -0.097849109, -0.41003542
20.598425, -0.097879906, -0.40897758
20.665087, -0.097876484, -0.41054872
20.765079, -0.097879906, -0.41211736
20.831741, -0.097893594, -0.41106577
20.931733, -0.097876484, -0.41159531
21.031725, -0.097838844, -0.41422555
21.098387, -0.097832, -0.41318145
21.198379, -0.097832, -0.40899508
21.265041, -0.097832, -0.40951837
21.365033, -0.097835422, -0.41056372
21.465026, -0.097849109, -0.40846553
21.531687, -0.097852531, -0.41003417
21.63168, -0.097859375, -0.41317145
21.731672, -0.097855953, -0.41107952
21.798333, -0.097845688, -0.40951337
21.898326, -0.097835422, -0.41161031
21.964987, -0.097845688, -0.41212986
22.06498, -0.097883328, -0.41002292
22.164972, -0.09788675, -0.40949837
22.231634, -0.097859375, -0.40898508
22.331626, -0.097835422, -0.40637734
22.398288, -0.097845688, -0.40637359
22.49828, -0.097876484, -0.40950175
22.598272, -0.097879906, -0.40950025
22.664934, -0.097862797, -0.40898345
22.764926, -0.097835422, -0.41161031
22.864919, -0.097832, -0.41318145
22.93158, -0.097832, -0.41265816
23.031573, -0.097832, -0.41475134
23.098234, -0.097835422, -0.41527339
23.198226, -0.097859375, -0.41421805
23.298219, -0.097879906, -0.41159406
23.36488, -0.097879906, -0.41002417
23.464873, -0.097862797, -0.40950712
23.564865, -0.097855953, -0.40950962
23.631527, -0.097859375, -0.40846178
23.731519, -0.097855953, -0.40793973
23.798181, -0.097845688, -0.41003667
23.898173, -0.097832, -0.41318145
23.998165, -0.097832, -0.41370475
